created_at;full_text
Thu Feb 27 17:21:15 +0000 2025;fagggg ga ikut munggahan lagi grgr halangan
Thu Feb 27 21:16:56 +0000 2025; | SU SU SU SUPERNOVA JO e HARUA com KARINA (@aespa_official) no evento da PRADA JO &amp
Thu Feb 27 11:56:51 +0000 2025;Aespa semua update kecuali Winter. 
Thu Feb 27 13:05:04 +0000 2025;knp sih team aespa anehdipikir ningmeng bisa ke distraksi kah
Thu Feb 27 10:46:07 +0000 2025;Udah di tahap muak banget sama akgae pengin keluar fandom tapi udah terlanjur suka aespa
Thu Feb 27 00:55:46 +0000 2025;hai yang ada toko di shopee dan support paylater bisa dm aku ya beb fee 500K-2jt. testi sudahh banyaak bisa dicek wts wtb sbt nct straykidz exo wayv theboyz boys next door aespa blackpink new jeans bu sbt zb1 #zonauang #wtswtb
Thu Feb 27 13:27:12 +0000 2025;aespa karina lucky card set devir 240 tl # gom @/pequmamaqile @aespasatiss @traespatrade @ggtakasatiss @ggtradetr https://t.co/ITQrdcBArJ
Thu Feb 27 13:07:23 +0000 2025;Tetapp cantik Walopunnn berharap bobrina tapi apalah berharap sama stylish aespa tuh gaada guna 
Thu Feb 27 13:30:19 +0000 2025;Hi apa ada RP Winter yang butuh SQ aespa? Kalau ada boleh reply dengan perkenalan tipis!
Thu Feb 27 07:22:54 +0000 2025;WTS photocard aespa Ã— nabati Dom solo #zonauang #aespa #pcaespa https://t.co/xztfEVaXLu
Thu Feb 27 09:48:43 +0000 2025;duhh aespa chartnya ga cuma tinggi di melon kali. udah rak pak cak spotify global juga masuk apa sekarang kakao juga merger sama spotify makanya aespa bisa masuk spotify global? sekarang sm jadi pengendali melon genie bugs flo yt music spotify sama vibe kah?
Thu Feb 27 04:33:18 +0000 2025;Bau bau bakal ada perang akgae aespa sooo aku mau pindah platform dulu sementara Emang SM agensi jelek paling jelek
Thu Feb 27 13:00:15 +0000 2025; Hai apa ada RP Winter yang butuh SQ aespa? Kalau ada boleh reply dengan perkenalan tipis!
Thu Feb 27 06:21:03 +0000 2025;donor darah dapet aespa bjir aku mau
Thu Feb 27 14:41:28 +0000 2025;thanks buat aespa selalu menemani https://t.co/Rp1vk0TkWQ
Thu Feb 27 09:55:37 +0000 2025;Woy fans aespa kalau mau called out SM jangan bawa-bawa brandnya. Kasian ningnya kalau gitu.
Thu Feb 27 09:50:18 +0000 2025;Hi apa ada RP Winter yang butuh SQ aespa? Kalau ada boleh reply dengan perkenalan tipis! - titipan.
Thu Feb 27 15:50:05 +0000 2025;Karina with ï¼†TEAM JO HARUA #ì—ìŠ¤íŒŒ #aespa #ì¹´ë¦¬ë‚˜ #Karina https://t.co/XbFi5Gjdkb
Thu Feb 27 14:25:13 +0000 2025; we're looking for 00liner to mengisi kekosongan gdm kami. Taken list : Cravity Jungmo Aespa Giselle Xiyeon. 
Thu Feb 27 15:06:11 +0000 2025;udah lahh soon aku bakal jadi pc collector babymonster aespa h2h le sserafim njz illit dan masihh banyakk sekalii grupp 
Tue Feb 25 02:26:37 +0000 2025;Jdi adek gue yg kecil nonton mv H2H trus dia bilang wih konsepnya fresh biasanya dengerin aespa ada besi-besinya That ada besi-besinya 
Thu Feb 27 14:40:53 +0000 2025;Wtb tawarin album only baemon/aespa yg bisa keep event 3.3 plis
Thu Feb 27 08:21:48 +0000 2025;a! saranin dong go h2h aespa sama kiof nya
Thu Feb 27 22:48:01 +0000 2025;aespa akan tampil di festival musik terbesar Jepang 'Summer Sonic 2025' di Tokyo pada bulan Agustus. #summersonic #ã‚µãƒžã‚½ãƒ‹ #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #ã‚¨ã‚¹ãƒ‘ #DreamersDaily https://t.co/bNviemmfAd
Thu Feb 27 10:48:29 +0000 2025;Udah lama gk denger lagu aespa yg ini https://t.co/oPBX1Xxlgw
Wed Feb 19 12:53:25 +0000 2025;aespa encore weekend bgt aku pulangnya kapan 
Thu Feb 27 14:20:37 +0000 2025;ae-sell Hello POCA collector Ë– Â°Â°ï½¡â‹† Buat kalian yang nyari GO AESPA sering drop jajanan Murce Yuk join GO kitaï¸ ðŸ‡°ðŸ‡·11.35ðŸ‡¯ðŸ‡µ114ðŸ‡¨ðŸ‡³2275ðŸ‡¹ðŸ‡­487ðŸ‡®ðŸ‡©+5kðŸ‡µðŸ‡­300 Sidoarjo https://t.co/qGZwiS2Zjp https://t.co/WgzwjkwHfr
Thu Feb 27 13:25:18 +0000 2025;ae-sell Haloo kamu bingung mau jemput WL Dimana? Yuk join GO AESPA kita~ ï¸Persod ï¸sering drop jajan murce ðŸ‡°ðŸ‡·11.9ðŸ‡¨ðŸ‡³ðŸ‡¯ðŸ‡µ(Harian) Jakarta L1nk https://t.co/V075Frhp60 https://t.co/CE03OICvEm
Thu Feb 27 13:08:25 +0000 2025;Gumuzzz juun ian 
Thu Feb 27 23:35:11 +0000 2025;ae-sell GO AESPA DOM BOGOR ~ adminnya bakalan nyariin wl kalian disini bisa Persod lohh rate standar yang mau join GO nya yuk join ðŸ‡¨ðŸ‡³2260ðŸ‡°ðŸ‡·11.2ðŸ‡¯ðŸ‡µ106 LINK https://t.co/RwbiYgojbD https://t.co/sBecSjb2U2
Thu Feb 27 13:10:16 +0000 2025;Wts lightstick aespa official klosingan sebelum puasa nih harga lebih murce dicek cek doeloe
Thu Feb 27 13:47:12 +0000 2025;250104 GDA Golden Disc Awards #aespa #ì—ìŠ¤íŒŒ #WINTER #ìœˆí„° #ì¹´ë¦¬ë‚˜ #KARINA #NINGNING #GISELLE #ì§€ì ¤ #ã‚¸ã‚¼ãƒ« #å†…æ°¸æžåˆ© #GDA https://t.co/VNhfjfrhPk
Thu Mar 27 04:03:11 +0000 2025;aespa ì—ìŠ¤íŒŒ ã€–Whiplash (English Ver.)ã€— Melon: https://t.co/1bCfsH5chs YouTube Music: https://t.co/IvK5LPUp4I FLO: https://t.co/FVDblIYBK1 genie: https://t.co/pR9GfqkBZj NAVER VIBE: https://t.co/8DOhvc8XBS Bugs: https://t.co/auEod2O3za #aespa #Ã¦spa #ì—ìŠ¤íŒŒ https://t.co/7N7Ia3jCQt
Wed Mar 19 05:00:07 +0000 2025;SMTOWN LIVE 2025 [THE CULTURE THE FUTURE] TOUR is coming soon! SMTOWN LIVE 2025 in MEXICO CITY 2025.05.09(FRI) TICKET (https://t.co/u1kiO5SO1N) SMTOWN LIVE 2025 in L.A. 2025.05.11(SUN) TICKET (https://t.co/CVuHxBRNz5) SMTOWN LIVE 2025 in LONDON https://t.co/hBmZ2o1KMV
Sun Mar 30 20:45:05 +0000 2025;250329 aespa Group of the Year Award Speech at Billboard #aespa #aespaAtBWIM2025 https://t.co/3hP9XqDnPF
Sun Mar 30 22:33:40 +0000 2025;leave enha njz aespa and ive alone idgaf abt the others https://t.co/X0EntdSUSj
Sun Mar 30 23:29:27 +0000 2025;that aespa demo was a hot pile of shit omg thank god they scrapped it the random mozart at the start https://t.co/zZbAsIV4nv
Sun Mar 30 20:16:23 +0000 2025;250329 aespa reaction to their VCR at Billboard Women Awards #aespa #aespaAtBWIM2025 https://t.co/YPJ1qXkNcF
Tue Mar 04 09:00:07 +0000 2025;The night s about to explode like a Supernova! MYs come early and witness the build-up before aespa takes over #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #SYNK_PARALLELLINE #PARIS #SYNK_PARALLELLINE_in_PARIS #aespa_SYNK_PARALLELLINE https://t.co/evV49OlBzL
Sun Mar 30 21:24:26 +0000 2025;Since yall wanted them aespa blackpink crumbs so bad !
Sun Mar 30 16:26:04 +0000 2025;'UP' has charted on KKBOX (Taiwan/Hongkong/ Singapore) Top Korean daily weekly and yearly New Singles and Singles Chart. And #KARINA is the ONLY aespa member to enter KKBOX TW and HK Yearly chart. https://t.co/x9iyAa1FG0
Sun Mar 30 23:16:30 +0000 2025;Aespa with gdragon à­¨à§Ž https://t.co/UfHbgeT0Dx
Sun Mar 30 22:52:40 +0000 2025; :: busco moots !! (#kpoptwt / #stantwt) prio aespa nct rv stan : enha snsd lessera mimi/beli 19 (ðŸ‡¨ðŸ‡±) preferencia +17 (no nsfw ni subtwt) interactuo no me importa el fandom + â†» = moots n besties https://t.co/B1uaXiw8pd
Sun Mar 30 23:51:11 +0000 2025; aespa Whiplash #ATEEZ #ì—ì´í‹°ì¦ˆ #ã‚¨ã‚¤ãƒ†ã‚£ãƒ¼ã‚º #ATINY #ì—ì´í‹°ë‹ˆ #MINGI #ë¯¼ê¸° #ãƒŸãƒ³ã‚® #ATINYS_VOYAGE #FROMATOZ #ATEEZ_ãƒšãƒ³ãƒŸ_KOBE_DAY2 #ãƒ”ãƒ§ãƒ³ãƒŸãƒ³ https://t.co/X1YCZ4EPKk
Sun Mar 30 22:33:52 +0000 2025;Q: Who is aespa's inspiration? NINGNING: I would say Mariah Carey. She's always been my favorite one of my favorite. So yeah. I love her so much. https://t.co/fh8f6Uq6qW
Sun Mar 30 19:24:31 +0000 2025;only kpop stans could turn an award show created to praise women for their global success in the predominantly male-ran world of music into an opportunity to slander women . also it's 2025 - stop acting like aespa aren't a top girl group .
Wed Mar 19 05:00:06 +0000 2025;Which performance from SMTOWN LIVE 2025 [THE CULTURE THE FUTURE] in SEOUL was the most memorable for PINK BLOOD? Share your favorite moments and get excited for the upcoming SMTOWN LIVE 2025 TOUR! SMTOWN LIVE 2025 in MEXICO CITY 2025.05.09(FRI) TICKET
Sun Mar 30 21:11:29 +0000 2025; Whiplash by @aespa_official debuts with 2 509 098 streams on Spotify Counter. https://t.co/0a2url84O9
Wed Mar 05 00:04:06 +0000 2025;2024-25 aespa LIVE TOUR SYNK : PARALLEL LINE in #PARIS #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #SYNK_PARALLELLINE #SYNK_PARALLELLINE_in_PARIS #aespa_SYNK_PARALLELLINE https://t.co/S1RKGWADFk
Sun Mar 30 17:29:02 +0000 2025;aespa needs at least one group brand deal so we can get ot4 photoshoots.. they got so many gorgeous group pictures i need it https://t.co/4ohUQNgGry
Sun Mar 09 03:10:26 +0000 2025;2024-25 aespa LIVE TOUR SYNK : PARALLEL LINE in #FRANKFURT How to get the DIGITAL STAMP in the SMTOWN APP! ï¸DATE: 2025.03.09 (SUN) | 09:00~23:50 (CET) LOCATION: Within 500m from the Myticket Jahrhunderthalle METHOD: SMTOWN APP - PASSPORT - Click STAMP button https://t.co/Gwve9SkwVT
Wed Mar 12 03:00:07 +0000 2025;2024-25 aespa LIVE TOUR SYNK : PARALLEL LINE in #MADRID How to get the DIGITAL STAMP in the SMTOWN APP! ï¸DATE: 2025.03.12 (WED) | 09:00~23:50 (CET) LOCATION: Within 500m from the WiZink Center METHOD: SMTOWN APP - PASSPORT - Click STAMP button DOWNLOAD: https://t.co/hKANbpmulz
Sun Mar 30 17:54:11 +0000 2025;10 biases to get to know me! 1. keeho - p1h 2. haobin - zb1 (wont rank em separately) 3. jake - enhypen 4. juyeon - tbz 5. yeonjun - txt 6. karina - aespa 7. jaehyun - bnd 8. sohee - rii7e 9. wooyoung - ateez 10. irene - red velvet
Sun Mar 30 23:26:51 +0000 2025;AESPA IS SOME KIND OF SUPERNOVA AS THEY BOOK THE FINAL TICKET TO THE FINAL FOUR WE HAVE OUR FINAL FOUR MATCHES FOR SATURDAY AESPA V.S. FLEEKY BANG BINNIE V.S. IVE WE SLEEP IN MAY https://t.co/Tkb0V4fJEZ
Sun Mar 30 21:49:17 +0000 2025;250331 aespa at Los Angeles International Airport (LAX) heading back to South Korea. #aespa #ì—ìŠ¤íŒŒ #ì¹´ë¦¬ë‚˜ #ì§€ì ¤ #ìœˆí„° #ë‹ë‹ https://t.co/rVIQQMg9g5
Sun Mar 30 18:46:05 +0000 2025;Was able to watch the talented @sukiwaterhouse and @aespa_official at GovBall and now witnessed this moment. Congrats to the Group of the Year aespa #aespa #aespaAtBWIM2025 #BBWomenInMusic https://t.co/rAMVzaTtXt
Sun Mar 30 22:26:49 +0000 2025;250331 #KARINA for Sprite Zero Chill. #aespa #ì—ìŠ¤íŒŒ #ì¹´ë¦¬ë‚˜ #ì§€ì ¤ #ìœˆí„° #ë‹ë‹ https://t.co/OpVAIlv3PO
Sun Mar 30 19:00:54 +0000 2025;118.5 hours of booking :D https://t.co/Q508B8jSHp
Sun Mar 30 21:05:15 +0000 2025;Define your music taste in 6 artist 1. hozier 2. wallows 3. inhaler 4. stray kids 5. aespa 6. ski aggu
Sun Mar 30 21:30:52 +0000 2025;#stantwt #kpoptwt #skztwt Â°â‹†.â €sandy s introâ €. . . â €she / herâ € à¾€à½² â €wlw â €â €7teen Ëšâ‹†ð™šï½¡ 2007 â €â € skz aespa bnd â†» + = mutis 4ever https://t.co/yirnRMo8c7
Sun Mar 30 22:29:01 +0000 2025;THEY GOT MY CLIENTS EXO RV AESPA AND SNSD OMG? https://t.co/SV3Cvo4kxa
Sun Mar 30 20:55:36 +0000 2025;no one s out mugging they re all so breathtaking. like anyone else with doechii she wins but aespa has her tied
Sun Mar 30 23:54:35 +0000 2025;wts lfb itzy aespa quitting sale it'z icy it'z me not shy guess who checkmate kill my doubt cheshire savage girls *UPDATED ratio: red * - 1:1 t. yeji lia ryujin chaeryeong yuna karina winter icy wannabe crazy in love pob ld gg pc https://t.co/nvPkQB7j6s
Sun Mar 30 23:36:05 +0000 2025;now this is how we know you re just a aespa anti cosplaying as karina fans cuz everyone knows they got lashing for these esp in girls.. yes even karina wasn t spared dumbass infact she got the most flak for it https://t.co/1jeP9sgFZ0
Sun Mar 30 19:53:47 +0000 2025;aespa girlies gasping at just how fucking old he is i have real tears in my eyes https://t.co/zX8V2KBLrq
Sun Mar 30 20:38:56 +0000 2025;winselle from aespa !! https://t.co/cNCr7m9Nck
Sun Mar 30 23:55:02 +0000 2025;250330 Mark Eydelshteyn (mark.eydel) instagram update with #GISELLE #aespa #ì—ìŠ¤íŒŒ #ì¹´ë¦¬ë‚˜ #ì§€ì ¤ #ìœˆí„° #ë‹ë‹ https://t.co/xZWQYCYNcI
Sun Mar 30 22:26:05 +0000 2025;not aespa and red velvet https://t.co/3VrAdpcmGR
Sun Mar 02 23:38:34 +0000 2025;2024-25 aespa LIVE TOUR SYNK : PARALLEL LINE in #LONDON #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #SYNK_PARALLELLINE #SYNK_PARALLELLINE_in_LONDON #aespa_SYNK_PARALLELLINE https://t.co/g60X4gjxLl
Sun Mar 30 19:53:29 +0000 2025;aespa NINGNING shares that Mariah Carey is an inspiration for her in an interview with Who What Wear at Billboard Women in Music. https://t.co/vMIrpQpZv8
Sun Mar 30 18:44:21 +0000 2025;Wait for my new month new pfp :) and a new ver :3 https://t.co/ZDonILvDPX
Thu Mar 06 03:00:04 +0000 2025;2024-25 aespa LIVE TOUR SYNK : PARALLEL LINE in #AMSTERDAM How to get the DIGITAL STAMP in the SMTOWN APP! ï¸DATE: 2025.03.06 (THU) | 09:00~23:50 (CET) LOCATION: Within 500m from the AFAS LIVE METHOD: SMTOWN APP - PASSPORT - Click STAMP button DOWNLOAD: https://t.co/FtJR9OOvhh
Sun Mar 30 23:48:45 +0000 2025;AESPA ON GOOD DAY??? LETS GOOO https://t.co/tCgxwSmTvn
Sun Mar 30 18:42:40 +0000 2025;No wonder why fearnots are coming at aespa's vocals rn Eunchae outsang aespa with ease like look at her https://t.co/tHS99Uki85
Sun Mar 30 19:45:03 +0000 2025;they really talk about so many things here and tika-taka so well omg thank you so much for having aespa big sunbaenim king of kpop GD can't wait for the collaboration â€ï¸ #GoodDay #aespa #GDragon #GD @aespa_official @IBGDRGN
Sun Mar 30 19:15:22 +0000 2025;10 biases to get to know me :3 1. ricky - zb1 2. hanbin - zb1 3. rei - ive 4. yuna - itzy 5. jongseob - p1harmony 6. ning ning - aespa 7. leehan - bnd 8. seonghwa - ateez 9. moka - illit 10. yunjin - le sserafim https://t.co/lttxXW3XvC
Sun Mar 30 22:18:12 +0000 2025;Billboard Women In Music 2025. One step closer to the legendary phenomenal girl group us Ã¦spa. https://t.co/lcPJaGzlIx
Sun Mar 30 17:19:44 +0000 2025;aigoo aespa members so pretty im always gagged
Sun Mar 30 20:39:22 +0000 2025;10 biased to get to know me 1. seeun - xikers 2. yujun - xikers 3. nex - bus 4. kyrell - ampers&amp
Sun Mar 30 18:45:00 +0000 2025;NINGNING (AESPA) is nominee for the TOP 200 Most Handsome &amp
Sun Mar 30 18:32:20 +0000 2025;10 biases to get to know me 1. Jeongyeon- Twice 2. Bae- NMIXX 3. Minji- NJZ 4. Sakura- Le Sserafim 5. Ryujin - Itzy 6. Seulgi- Red Velvet 7. Winter- Aespa 8. Yuqi- Gidle 9. Rei/Yujin- IVE 10. J- Stayc
Sun Mar 30 21:58:38 +0000 2025;Wait! aespa was there? Why??? I mean didn t their sales were bad in the usa??
Sun Mar 30 23:44:45 +0000 2025;yg leaker pls give me the Red velvet and aespa folders 
Sun Mar 30 21:50:41 +0000 2025;GD made it clear he treated Aespa with respect and kept a clear space between them. Invited others to their meeting so they wouldn t feel awkward he kept an eye because of their music &amp
Sun Mar 30 23:19:23 +0000 2025;drop this one @aespa_official https://t.co/kqXfCmUHj4
Sun Mar 30 20:25:30 +0000 2025;10 biases to get to know me 1. wonwoo - svt 2. johnny - nct 3. yunho - atz 4. heeseung - enha 5. matthew - zb1 6. karina - aespa 7. sunny - snsd 8. hyungwon - mx 9. youngjae - got7 10. natty - kiof
Sun Mar 30 20:53:10 +0000 2025;He was so nervous to meet aespa He is so shy he needed Doni and Defconn with him to meet the girls #GoodDayEp6 https://t.co/t4CRadpWYj
Thu Mar 27 05:36:30 +0000 2025;[PO] LIGHT TOK &amp
Sun Mar 30 21:59:18 +0000 2025;The bar for being respectful to women rn is on the fucking floor but at least GD is doing it how it should be. He doesn t have any physical contact with aespa he barely looks them in the eyes nor singles one out. He likes them for their artistry yet everyone labels him a creep https://t.co/4SBCB3cAHK
Sun Mar 30 21:01:12 +0000 2025; Updated Birthday Sale 90php ea (min. of 3) nego dop | gcash | j&amp
Sun Mar 30 21:51:15 +0000 2025;these were NOT the aespa x jennie crumbs i was manifesting
Sun Mar 30 23:55:05 +0000 2025;oh girl do not leak the upcoming songs of aespa
Sun Mar 30 21:40:40 +0000 2025;10 biases to get to know me 1. seungkwan svt 2. hoshi wonwoo jun dino svt 3. suhyeon tsuki billlie 4. soobin txt 5. yoongi bts 6. jungwoo renjun ten nct 7. winter aespa 8. jinsoul haseul heejin chuu yves loona 9. red velvet seulgi joy 10. stayc yoon isa sumin
Sun Mar 30 20:48:45 +0000 2025;Ningning from aespa https://t.co/54oM3M8H2S
Sun Mar 30 20:24:14 +0000 2025;10 biases to get to know me 1. taerae - zb1 2. key - shinee 3. huening kai - txt 4. riwoo - bnd 5. renjun - nct 6. vivi - loona 7. winter - aespa 8. hendery - wayv 9. dk - svt 10. sohee - riize https://t.co/lkbtYeSlbL
Sun Mar 30 22:34:32 +0000 2025;I JUST REALIZED ITS A WHOLE YT CHANNEL AND THEY LEAKED AN AESPA DEMO?? https://t.co/1kvsttZEQU
Sun Mar 30 22:26:52 +0000 2025;only aespa thing you need to be leaking is music
Sun Mar 30 20:31:33 +0000 2025;kpop fans are now so used to awful live stages that they were CONVINCED this was lip sync lol thats aespa for u &lt
Sun Mar 30 20:58:37 +0000 2025;First of all no one bats an eye cus everyone n their mama knows aespa CAN sing second u can literally hear them breathing on the mic https://t.co/PM7kIZYSN0
Sun Mar 30 20:54:15 +0000 2025;This unironically sounding more like an aespa demo and not a red velvet one https://t.co/H2lSiFP4YG
Sun Mar 30 20:19:30 +0000 2025;10 biases to get to know me 1. dino - svt 2. woonhak - bnd 3. jurin - xg 4. san - ateez 5. ningning - aespa 6. jisung - nct 7. jiheon - fromis 8. natty - kiof 9. yoon - stayc 10. seulgi - red velvet
Sun Mar 30 19:49:32 +0000 2025;For the insufferable that mys are on internet you would think that aespa is THAT group... but they are actually this 
Sun Mar 30 20:28:36 +0000 2025;every time aespa brings back the be my ae . an angel grows its wings
Sun Mar 30 23:58:08 +0000 2025;Hope my relationship with Karina doesn t get exposed https://t.co/GBGEPYyzwn
Sun Mar 30 22:45:05 +0000 2025;free my midzys and my mys from those toxic people who are always looking for blood
Sun Mar 30 22:39:51 +0000 2025;ya'll can keep trying to convince yourselves that aespa's previous choreographers were better but you won't be convincing anyone else.
Sun Mar 30 18:32:21 +0000 2025;I can t believe that jennie and aespa didn t take a picture together https://t.co/zDFCa85gai
Sun Mar 30 23:59:07 +0000 2025;everyone calling this shit but I would gladly switch handful of aespa bsides for this song in better quality ofc
Sun Mar 30 23:33:24 +0000 2025;i got winter's pc in aespa's time capsule thing https://t.co/x7VbweGDem
Sun Mar 30 22:43:20 +0000 2025;Is that Aespa I see? https://t.co/mNQ1E84fzk
Sun Mar 30 23:15:57 +0000 2025;10 biases to get to know me! 1. riku - nct wish 2. mark - nct 127 + dream 3. sheon - billlie 4. karina- aespa 5. jungwon - enhypen 6. nicholas- &amp
Sun Mar 30 23:51:25 +0000 2025;Thank god they didn't release that aespa song
Sun Mar 30 23:14:09 +0000 2025;IVE. AESPA. NJZ BETTER BE SAFE
Sun Mar 30 20:09:52 +0000 2025;ok can aespa take a break now and rest 
Sun Mar 30 23:30:42 +0000 2025;i m hungover and being on my phone is killing me can someone update me if anything happens with skz or aespa
Sun Mar 30 23:50:32 +0000 2025;define your music taste in 6 artists 1. crying city 2. beabadoobee 3. mac miller 4. yerin baek 5. njz 6. aespa
Sun Mar 30 20:40:14 +0000 2025;the best aespa solo.
Sun Mar 30 21:11:26 +0000 2025;In every kpop grp there is a member who piss me off without doing anything and in aespa it's winter
Sun Mar 30 23:23:25 +0000 2025;thank god that aespa demo was scrapped.
Sun Mar 30 19:54:13 +0000 2025;Im so sick of the aespa comparison.. i love aespa but their fandom oh my god.. ï¸ï¸ï¸ï¸ï¸ï¸ï¸ï¸ï¸ï¸ï¸
Sun Mar 30 18:31:04 +0000 2025;i know i am very annoying but i refuse to accept these are all the aespa x jennie crumbs we got from yesterday like why do they hate us!? https://t.co/hdUsREMyTZ
Wed Mar 12 06:00:02 +0000 2025;â–¶ Online Store SMTOWN &amp
Sun Mar 30 22:47:03 +0000 2025;#KARINA for Sprite Zero Sugar Chill #ì¹´ë¦¬ë‚˜ #aespa #ì—ìŠ¤íŒŒ https://t.co/wxfDPCYwkE
Sun Mar 30 22:05:39 +0000 2025;My dancer https://t.co/Mktyrq5Uvc
Sun Mar 30 21:39:49 +0000 2025;this using the same sample as that leaked aespa demo im ctfu https://t.co/4SNvtElHbA
Sun Mar 30 19:25:27 +0000 2025;MY COUSIN JUST BOUGHT US TICKETS TO SMTOWN IN JULY??!!! OMG IM FINALLY GONNA SEE AESPA AND RED VELVET!!!!! https://t.co/NWfjE3IIqp
Sun Mar 30 23:26:44 +0000 2025;#Nowplaying Whiplash (Steve Aoki Remix) - aespa (Whiplash (English Version) - Single)
Sun Mar 16 08:21:58 +0000 2025;anjir angel kamera sbelah sini hd bgt #aespa_SYNK_PARALLELLINE_encore https://t.co/WXEEROFU6K
Sun Mar 30 09:50:49 +0000 2025;Wajar kaum lu ga terima kita protes choreo mid jelek abis kenapa takut fave lu ga bisa catch up choreo susah ya takut fave lu kena bulan2an lagi? Aespa udah 4 tahun berkarir woy yakali kudu nahan skill dance buat nyamain bias lo mulu.
Fri Mar 28 12:00:18 +0000 2025;cw // kpop ges ada yang tau ini karina di konser aespa yang mana? tiba-tiba lewat fyp shorts gila cantik banget karinanya pengen liat foto-foto dia pake kostum ini.. https://t.co/1qTaOfMYHk
Sun Mar 30 10:10:42 +0000 2025;perhatiin deh sf itu. tiap kita lagi kritik sama choreo aespa mereka ga pernah loh mikir ke situ yg mereka pikirin dan perhatiin cuma faves nya doang. pdhl mem lain jga butuh posisi yg adil. namanya jg group kan masa yang disorot itu doang dah punya posisi masingÂ². mikir lah
Sun Mar 30 10:57:43 +0000 2025;Pertengahan puasa masih 48 barusan banget ini gue cek 46 20 Pantesan perut gue udah kayak perut member aespa gini
Sun Mar 30 08:34:28 +0000 2025;aespa tuh emang lebih baik tiap cb ganti perform director soalnya kalau sama beneran main aman terus
Sun Mar 30 08:35:31 +0000 2025;aku sebenernya fomo aespa ges maaf ya https://t.co/2VZHZ6OMmb
Sun Mar 30 12:14:03 +0000 2025;Aslinya gue akun otomotif formil sejarah wibu sinema drakor sama fanboy aespa. tapi karena pemerintah tolol jadinya akun pengkritik rezim
Sun Mar 30 13:04:09 +0000 2025;List yg bisa diCheck Out 4.4 | 19.30 WIB [TERBATAS] 1. Hampers aespa https://t.co/3Qw0uZBWg9 2. Freebies Karina Bday https://t.co/fbIIq4yh88 3. Freebies Jeno Bday https://t.co/brJSBB5FAw
Sun Mar 30 07:49:59 +0000 2025;udah ah tadinya mau seneng-seneng karena giselle dan aespa tampil di billboard women in music cuman malah ada keributan dan nyalahin gsl mending gw off aja duluuu daripada sakit hati melihat ketikan yg lain ke gsl
Sun Mar 30 12:36:43 +0000 2025;#CABARUMIN Pernah nggak mimpi buruk kalian jadi kenyataan? Terus gimana sih kalian ngelawan mimpi buruk yang jadi kenyataan itu nantinya? Nih ada CA Korean only based on lagunya aespa yang judulnya Armageddeon ! Yuk difollow dan dicek dah CA nya!
Sun Mar 30 16:16:07 +0000 2025;Kurang drama walmart WTB plis kalo ada yg jual prefer ready ina ready luar bisa dibicarakan â€ï¸â€ï¸ t. wts aespa karina ningning winter giselle pc album poca photocard https://t.co/sL4iRFjvt5
Sun Mar 30 15:44:33 +0000 2025;Padahal semua member dapat tapi krn Giselle yg viral pada ngamuk :) emg kek eek akgae di aespa ni :)
Sun Mar 30 12:06:44 +0000 2025;Mau kritik renan mah ayuk aja dri kemaren dah gw kurang suka ama cara direct dia ke aespa yg terkesan template tpi pls dong gausah kemana mana narasinya apalagi ngatain member ujungnya mau member manapun dikasih part center tuh direct nya dia ttp keliatan monoton
Sat Mar 15 07:25:32 +0000 2025;ihhhh udah encore ya aespa 
Sun Mar 30 15:46:37 +0000 2025;Semua member aespa ni sebenarnya dapat center part tapi cameranya ke pukimakkkk malah banyakkan cewe yg megang flag :) kimak...
Sun Mar 30 15:58:19 +0000 2025;maaf kalo baru bisa beli soalnya di pelosok itu gak masuk aespa x nabati ini @aespa_official https://t.co/BpyGBKavY5
Sun Mar 30 07:41:56 +0000 2025;nih di Manila seru poll gass sone atau taengbba yang habis dapet THR langsung beli tiket konser Taeyeon The SENSE di Jakarta. kapan lagi kan konser di Indonesia Arena yg semua view worth it. next biar aespa rv di IA jugaa https://t.co/3gmR7KDGrX https://t.co/SOmk4zBYYJ
Sun Mar 30 12:06:57 +0000 2025;LUCU BANGET MANA FOTO BARENGNYA YA @jennierubyjane @aespa_official
Sun Mar 30 16:41:57 +0000 2025;wtb album only aespa drama yg ada dipict (winter ver) tawarin semua kalo ada mau take all prefer rd ina komen or gedorrr dmkuuu sedikit in rush karna buat kado ultah https://t.co/kqInTrxLuS
Sun Mar 30 16:43:08 +0000 2025;wtb//want to buy album only aespa drama yg ada dipict (winter ver) tawarin semua kalo ada mau take all prefer rd ina komen or gedorrr dmkuuu sedikit in rush karna buat kado ultah t. wtb wts wto album aespa drama giant sequence scene smini karina giselle winter ningning ina https://t.co/o9aFvMgp9n
Sun Mar 30 05:57:26 +0000 2025;Sumpah aespa keren bangett cuyyy : Ikutan banggaa Emang konsep lagu dan semuanya terniat banget Terbaikk! #aespaAtBWIM2025
Sun Mar 30 17:40:29 +0000 2025;aespa di Billboard Women In Music: Kontroversi #LipSync Warnai Panggung #Whiplash Pujian dan Kritik Bersatu! #aespa #BillboardWomenInMusic #Kpop Selengkapnya https://t.co/rqO8QIeYGH -K.Gaeul https://t.co/JA4xpFQ6bS
